sparkasse,name,since,until,position,feste_bezuege,erfolgsabhaengige_bezuege,sonstige_bezuege,gesamtverguetung,anmerkungen,state,verband
Sparkasse Olpe-Drolshagen-Wenden,Dieter Kohlmeier,2013-01-01,2013-12-31,Vorsitzende(r),259500.0,0.0,17000.0,276500.0,,Nordrhein-Westfalen,SVWL
Sparkasse Olpe-Drolshagen-Wenden,Dieter Kohlmeier,2014-01-01,2014-12-31,Vorsitzende(r),279000.0,0.0,16000.0,295000.0,,Nordrhein-Westfalen,SVWL
Kreis- und Stadtsparkasse Unna-Kamen,Bernd Wenge,2013-01-01,2013-12-31,Mitglied,240000.0,0.0,7000.0,247000.0,,Nordrhein-Westfalen,SVWL
Kreis- und Stadtsparkasse Unna-Kamen,Bernd Wenge,2014-01-01,2014-12-31,Mitglied,238000.0,27000.0,14000.0,279000.0,,Nordrhein-Westfalen,SVWL
Kreis- und Stadtsparkasse Unna-Kamen,Jürgen Schneider,2013-01-01,2013-12-31,Mitglied,273000.0,21000.0,8000.0,302000.0,,Nordrhein-Westfalen,SVWL
Kreis- und Stadtsparkasse Unna-Kamen,Frank Röhr,2013-01-01,2013-12-31,Mitglied,273000.0,21000.0,9000.0,303000.0,,Nordrhein-Westfalen,SVWL
Kreis- und Stadtsparkasse Unna-Kamen,Jürgen Schneider,2014-01-01,2014-12-31,Mitglied,273000.0,27000.0,8000.0,308000.0,,Nordrhein-Westfalen,SVWL
Kreis- und Stadtsparkasse Unna-Kamen,Frank Röhr,2014-01-01,2014-12-31,Mitglied,273000.0,27000.0,10000.0,310000.0,,Nordrhein-Westfalen,SVWL
Kreis- und Stadtsparkasse Unna-Kamen,Klaus Moßmeier,2013-01-01,2013-12-31,Vorsitzende(r),301000.0,21000.0,9000.0,331000.0,,Nordrhein-Westfalen,SVWL
Kreis- und Stadtsparkasse Unna-Kamen,Klaus Moßmeier,2014-01-01,2014-12-31,Vorsitzende(r),300000.0,27000.0,10000.0,337000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Leverkusen,Rainer Schwarz,2013-01-31,2013-12-31,Mitglied,240300.0,0.0,7500.0,247800.0,,Nordrhein-Westfalen,RSGV
Sparkasse Leverkusen,Rainer Schwarz,2014-01-01,2014-12-31,Mitglied,324300.0,31600.0,7300.0,363200.0,,Nordrhein-Westfalen,RSGV
Sparkasse Leverkusen,Markus Grawe,2013-01-31,2013-12-31,Mitglied,320400.0,41000.0,10900.0,372300.0,,Nordrhein-Westfalen,RSGV
Sparkasse Leverkusen,Markus Grawe,2014-01-01,2014-12-31,Mitglied,331000.0,42100.0,11600.0,384700.0,,Nordrhein-Westfalen,RSGV
Sparkasse Leverkusen,Manfred Herpolsheimer,2013-01-31,2013-12-31,Vorsitzende(r),403500.0,100100.0,18900.0,522500.0,,Nordrhein-Westfalen,RSGV
Sparkasse Leverkusen,Manfred Herpolsheimer,2014-01-01,2014-12-31,Vorsitzende(r),416600.0,103000.0,18800.0,538400.0,,Nordrhein-Westfalen,RSGV
Sparkasse Düren,Prof. Dr. Herbert Scmidt,2013-01-01,2013-09-30,Vorsitzende(r),239800.0,0.0,8300.0,248100.0,,Nordrhein-Westfalen,RSGV
Sparkasse Düren,Udo Zimmermann,2013-01-01,2013-12-31,Mitglied,302600.0,0.0,10400.0,313000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Düren,Uwe Willner,2013-01-01,2013-12-31,Vorsitzende(r),317500.0,0.0,11800.0,329300.0,Vor 01.10. nur Mitglied. Dann Vorsitzender,Nordrhein-Westfalen,RSGV
Sparkasse Düren,Dr. Gregor Broschinski,2014-01-01,2014-12-31,Mitglied,322000.0,5300.0,8600.0,335900.0,,Nordrhein-Westfalen,RSGV
Sparkasse Düren,Udo Zimmermann,2014-01-01,2014-12-31,Mitglied,338100.0,19700.0,10400.0,368200.0,,Nordrhein-Westfalen,RSGV
Sparkasse Düren,Uwe Willner,2014-01-01,2014-12-31,Vorsitzende(r),354200.0,20700.0,14000.0,388900.0,,Nordrhein-Westfalen,RSGV
Sparkasse Düren,Dr. Gregor Broschinski,2013-10-01,2013-12-31,Mitglied,80500.0,0.0,0.0,80500.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Schwerte,Ulrich Bartscher,2013-01-01,2014-12-31,Mitglied,236000.0,0.0,13000.0,249000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Schwerte,Ulrich Bartscher,2014-01-01,2014-12-31,Mitglied,244000.0,2000.0,11000.0,257000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Schwerte,Dr. Uwe Trespenberg,2013-01-01,2014-12-31,Vorsitzende(r),260000.0,0.0,11000.0,271000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Schwerte,Dr. Uwe Trespenberg,2014-01-01,2014-12-31,Vorsitzende(r),268000.0,2000.0,11000.0,281000.0,,Nordrhein-Westfalen,SVWL
Städtische Sparkasse Offenbach am Main,Wernder Schwind,2013-01-01,2013-12-31,Mitglied,,,,251000.0,,Hessen,SGVHT
Städtische Sparkasse Offenbach am Main,Wernder Schwind,2014-01-01,2014-12-31,Mitglied,,,,264000.0,,Hessen,SGVHT
Städtische Sparkasse Offenbach am Main,Guido Braun,2013-01-01,2013-12-31,Vorsitzende(r),,,,294000.0,,Hessen,SGVHT
Städtische Sparkasse Offenbach am Main,Guido Braun,2014-01-01,2014-12-31,Vorsitzende(r),,,,352000.0,,Hessen,SGVHT
Sparkasse Kleve,Rudi van Zoggel,2013-01-01,2013-12-31,Vorsitzende(r),248000.0,0.0,3000.0,251000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Kleve,Wilfried Röth,2013-01-01,2013-12-31,Mitglied,248000.0,0.0,20000.0,268000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Kleve,Rudi van Zoggel,2014-01-01,2014-12-31,Vorsitzende(r),256000.0,0.0,16000.0,272000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Kleve,Wilfried Röth,2014-01-01,2014-12-31,Mitglied,256000.0,0.0,21000.0,277000.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Wetter,Christian Becke,2013-01-01,2013-12-31,Mitglied,227000.0,22000.0,6000.0,255000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Wetter,Markus Francke,2013-01-01,2013-12-31,Vorsitzende(r),238000.0,22000.0,5000.0,265000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Wetter,Christian Becke,2014-01-01,2014-12-31,Mitglied,235000.0,27000.0,6000.0,268000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Wetter,Markus Francke,2014-01-01,2014-12-31,Vorsitzende(r),246000.0,27000.0,6000.0,279000.0,,Nordrhein-Westfalen,SVWL
Verbands-Sparkasse Wesel,Ingo Ritter,2013-01-01,2013-12-31,Mitglied,248000.0,0.0,7000.0,255000.0,,Nordrhein-Westfalen,RSGV
Verbands-Sparkasse Wesel,Ingo Ritter,2014-01-01,2014-12-31,Mitglied,260000.0,0.0,7000.0,267000.0,,Nordrhein-Westfalen,RSGV
Verbands-Sparkasse Wesel,Friedrich-Wilhelm Häfemeier,2013-01-01,2013-12-31,Vorsitzende(r),325000.0,0.0,8000.0,333000.0,,Nordrhein-Westfalen,RSGV
Verbands-Sparkasse Wesel,Friedrich-Wilhelm Häfemeier,2014-01-01,2014-12-31,Vorsitzende(r),331000.0,0.0,8000.0,339000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Bensheim,Manfred Vögtlin,2013-01-01,2013-12-31,Mitglied,219000.0,37000.0,0.0,256000.0,,Hessen,SGVHT
Sparkasse Bensheim,Manfred Vögtlin,2014-11-01,2014-12-31,Mitglied,256000.0,37000.0,0.0,293000.0,,Hessen,SGVHT
Sparkasse Bensheim,Eric Tjarks,2013-01-01,2013-12-31,Vorsitzende(r),254000.0,43000.0,0.0,297000.0,,Hessen,SGVHT
Sparkasse Bensheim,Eric Tjarks,2014-01-01,2014-12-31,Vorsitzende(r),265000.0,43000.0,0.0,308000.0,,Hessen,SGVHT
Stadtsparkasse Bocholt,Joachim Schüling,2013-01-01,2013-12-31,Mitglied,229000.0,19000.0,8000.0,256000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Bocholt,Joachim Schüling,2014-01-01,2014-12-31,Mitglied,236000.0,20000.0,9000.0,265000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Bocholt,Karl-Heinz Bollmann,2013-01-01,2013-12-31,Vorsitzende(r),251000.0,21000.0,8000.0,280000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Bocholt,Karl-Heinz Bollmann,2014-01-01,2014-12-31,Vorsitzende(r),260000.0,22000.0,9000.0,291000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Werra-Meißner,Wolfgang Wilke,2013-01-01,2013-12-31,Mitglied,226000.0,31000.0,0.0,257000.0,,Hessen,SGVHT
Sparkasse Werra-Meißner,Wolfgang Wilke,2014-01-01,2014-12-31,Mitglied,233000.0,27000.0,0.0,260000.0,,Hessen,SGVHT
Sparkasse Werra-Meißner,Frank Nickel,2014-01-01,2014-12-31,Vorsitzende(r),302000.0,38000.0,0.0,340000.0,,Hessen,SGVHT
Sparkasse Werra-Meißner,Frank Nickel,2013-01-01,2013-12-31,Vorsitzende(r),289000.0,56000.0,0.0,345000.0,,Hessen,SGVHT
Stadtsparkasse Bad Oeynhausen,Hans-Jürgen Nolting,2013-01-01,2013-12-31,Mitglied,236000.0,13000.0,10000.0,259000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Bad Oeynhausen,Hans-Jürgen Nolting,2014-01-01,2014-12-31,Mitglied,244000.0,20000.0,10000.0,274000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Bad Oeynhausen,Rainer Janke,2013-01-01,2013-12-31,Vorsitzende(r),259000.0,13000.0,9000.0,281000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Bad Oeynhausen,Rainer Janke,2014-01-01,2014-12-31,Vorsitzende(r),268000.0,20000.0,9000.0,297000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Werne,Martin Abdinghoff,2014-01-01,2014-12-31,Mitglied,225000.0,28000.0,9000.0,262000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Werne,Thomas Lohmann,2014-01-01,2014-12-31,Vorsitzende(r),268000.0,34000.0,12000.0,314000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Soest,Micheal Supe,2013-01-01,2013-12-31,Mitglied,259000.0,0.0,8000.0,267000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Soest,Ulrich Kleinetigges,2013-01-01,2013-12-31,Mitglied,259000.0,0.0,8000.0,267000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Soest,Ulrich Kleinetigges,2014-01-01,2014-12-31,Mitglied,272000.0,0.0,8000.0,280000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Soest,Micheal Supe,2014-01-01,2014-12-31,Mitglied,272000.0,0.0,9000.0,281000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Soest,Herbert Kögler,2013-01-01,2013-12-31,Vorsitzende(r),285000.0,0.0,9000.0,294000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Soest,Herbert Kögler,2014-01-01,2014-12-31,Vorsitzende(r),299000.0,0.0,10000.0,309000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Werl,Klaus Eickenbusch,2013-01-01,2013-12-31,Mitglied,236000.0,0.0,31000.0,267000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Werl,Klaus Eickenbusch,2014-01-01,2014-12-31,Mitglied,244000.0,0.0,33000.0,277000.0,Allgemeine Zulange in festen Bezügen enthalten,Nordrhein-Westfalen,SVWL
Sparkasse Werl,Joachim Gerenkamp,2013-01-01,2013-12-31,Vorsitzende(r),259000.0,0.0,33000.0,292000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Werl,Joachim Gerenkamp,2014-01-01,2014-12-31,Vorsitzende(r),268000.0,0.0,34000.0,302000.0,Allgemeine Zulange in festen Bezügen enthalten,Nordrhein-Westfalen,SVWL
Sparkasse Hochsauerland,Ulrich Dolle,2013-01-01,2013-12-31,Mitglied,238000.0,22000.0,11000.0,268000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hochsauerland,Ulrich Dolle,2014-01-01,2014-12-31,Mitglied,253000.0,23000.0,12000.0,288000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hochsauerland,Peter Wagner,2013-01-01,2013-12-31,Vorsitzende(r),266000.0,22000.0,8000.0,290000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hochsauerland,Peter Wagner,2014-01-01,2014-12-31,Vorsitzende(r),286000.0,24000.0,8000.0,318000.0,,Nordrhein-Westfalen,SVWL
Vereinigte Sparkasse im Märkischen Kreis,Mike Kernig,2013-01-01,2014-12-31,Mitglied,248000.0,0.0,20000.0,268000.0,,Nordrhein-Westfalen,SVWL
Vereinigte Sparkasse im Märkischen Kreis,Mike Kernig,2014-01-01,2014-12-31,Mitglied,25600.0,10000.0,21000.0,287000.0,,Nordrhein-Westfalen,SVWL
Vereinigte Sparkasse im Märkischen Kreis,Kai Hagen,2013-01-01,2014-12-31,Vorsitzende(r),295000.0,0.0,18000.0,313000.0,,Nordrhein-Westfalen,SVWL
Vereinigte Sparkasse im Märkischen Kreis,Kai Hagen,2014-01-01,2014-12-31,Vorsitzende(r),313000.0,10000.0,14000.0,337000.0,,Nordrhein-Westfalen,SVWL
Sparkasse der Homburgischen Gemeinden,Hartmut Schmidt,2014-01-01,2014-12-31,Mitglied,239700.0,15300.0,14100.0,269100.0,,Nordrhein-Westfalen,RSGV
Sparkasse der Homburgischen Gemeinden,Manfred Bösinghaus,2014-01-01,2014-12-31,Vorsitzende(r),263700.0,16800.0,10700.0,291200.0,,Nordrhein-Westfalen,RSGV
Sparkasse der Homburgischen Gemeinden,Manfred Bösinghaus,2013-01-01,2013-12-31,Vorsitzende(r),255100.0,29400.0,13200.0,297700.0,,Nordrhein-Westfalen,RSGV
Sparkasse der Homburgischen Gemeinden,Hartmut Schmidt,2013-01-01,2013-12-31,Mitglied,232000.0,267000.0,13000.0,512000.0,,Nordrhein-Westfalen,RSGV
Sparkasse Hattingen,Dieter Rumberg,2014-01-01,2014-12-31,Mitglied,260000.0,0.0,10000.0,270000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hattingen,Dieter Rumberg,2013-01-01,2013-12-31,Mitglied,268000.0,0.0,10000.0,278000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hattingen,Friedhelm Falk,2014-01-01,2014-12-31,Vorsitzende(r),286000.0,0.0,12000.0,298000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Hattingen,Friedhelm Falk,2013-01-01,2013-12-31,Vorsitzende(r),294000.0,0.0,10000.0,304000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Arnsberg-Sundern,Ernst-Michael Sittig,2013-01-01,2013-12-31,Mitglied,242000.0,23000.0,8000.0,273000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Arnsberg-Sundern,Ernst-Michael Sittig,2014-01-01,2014-12-31,Mitglied,252000.0,30000.0,8000.0,290000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Arnsberg-Sundern,Norbert Runde,2013-01-01,2013-12-31,Vorsitzende(r),268000.0,25000.0,10000.0,303000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Arnsberg-Sundern,Norbert Runde,2014-01-01,2014-12-31,Vorsitzende(r),283000.0,34000.0,9000.0,326000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Starkenburg,Manfred Rheiner,2013-01-01,2013-12-31,Mitglied,234000.0,44000.0,0.0,278000.0,,Hessen,SGVHT
Sparkasse Starkenburg,Manfred Rheiner,2014-11-01,2014-12-31,Mitglied,245000.0,45000.0,,290000.0,,Hessen,SGVHT
Sparkasse Starkenburg,Jürgen Schüdde,2013-01-01,2013-12-31,Vorsitzende(r),256000.0,46000.0,0.0,302000.0,,Hessen,SGVHT
Sparkasse Starkenburg,Jürgen Schüdde,2014-01-01,2014-12-31,Vorsitzende(r),269000.0,47000.0,0.0,316000.0,,Hessen,SGVHT
Sparkasse Kierspe-Meinerzhagen,Roman Kappius,2013-01-01,2013-12-31,Mitglied,235000.0,30000.0,13000.0,278000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Kierspe-Meinerzhagen,Roman Kappius,2014-01-01,2014-12-31,Mitglied,243000.0,31000.0,11000.0,285000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Kierspe-Meinerzhagen,Wolfgang Opitz,2013-01-01,2013-12-31,Vorsitzende(r),259000.0,33000.0,11000.0,303000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Kierspe-Meinerzhagen,Wolfgang Opitz,2014-01-01,2014-12-31,Vorsitzende(r),267000.0,34000.0,11000.0,312000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Dinslaken-Voerde-Hünxe,Jürgen Stackebrandt,2014-01-01,2014-10-31,Vorsitzende(r),270000.0,0.0,9800.0,279800.0,,Nordrhein-Westfalen,RSGV
Sparkasse Dinslaken-Voerde-Hünxe,Ralf Salewski,2013-01-01,2013-12-31,Mitglied,272600.0,0.0,11600.0,284200.0,,Nordrhein-Westfalen,RSGV
Sparkasse Dinslaken-Voerde-Hünxe,Ralf Salewski,2014-01-01,2014-12-31,Mitglied,281700.0,0.0,9400.0,291200.0,,Nordrhein-Westfalen,RSGV
Sparkasse Dinslaken-Voerde-Hünxe,Jürgen Stackebrandt,2013-01-01,2013-12-31,Vorsitzende(r),313800.0,0.0,12800.0,326600.0,,Nordrhein-Westfalen,RSGV
Sparkasse Dinslaken-Voerde-Hünxe,Rolf Wagner,2014-11-01,2014-12-31,Vorsitzende(r),50100.0,0.0,2700.0,52800.0,,Nordrhein-Westfalen,RSGV
Sparkasse der Stadt Iserlohn,Thomas Nagel,2013-01-01,2013-12-31,Mitglied,262000.0,11000.0,8000.0,281000.0,,Nordrhein-Westfalen,SVWL
Sparkasse der Stadt Iserlohn,Manfred Schäfer,2013-01-01,2013-12-31,Mitglied,289000.0,12000.0,11000.0,312000.0,,Nordrhein-Westfalen,SVWL
Sparkasse der Stadt Iserlohn,Christoph Krämer,2013-01-01,2013-12-31,Vorsitzende(r),303000.0,13000.0,8000.0,324000.0,,Nordrhein-Westfalen,SVWL
Sparkasse der Stadt Iserlohn,Manfred Schäfer,2014-01-01,2014-12-31,Mitglied,299000.0,19000.0,11000.0,329000.0,,Nordrhein-Westfalen,SVWL
Sparkasse der Stadt Iserlohn,Thomas Nagel,2014-01-01,2014-12-31,Mitglied,270000.0,17000.0,9000.0,335000.0,,Nordrhein-Westfalen,SVWL
Sparkasse der Stadt Iserlohn,Christoph Krämer,2014-01-01,2014-12-31,Vorsitzende(r),313000.0,20000.0,9000.0,342000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Minden-Lübbecke,Volker Böttcher,2013-01-01,2013-12-31,Mitglied,268000.0,0.0,13000.0,281000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Minden-Lübbecke,Volker Böttcher,2014-01-01,2014-12-31,Mitglied,277000.0,0.0,13000.0,290000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Minden-Lübbecke,Georg Droste,2013-01-01,2013-12-31,Mitglied,281000.0,0.0,11000.0,292000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Minden-Lübbecke,Georg Droste,2014-01-01,2014-12-31,Mitglied,290000.0,0.0,11000.0,301000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Minden-Lübbecke,Wolfgang Kirschbaum,2013-01-01,2013-12-31,Vorsitzende(r),294000.0,0.0,10000.0,304000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Minden-Lübbecke,Wolfgang Kirschbaum,2014-01-01,2014-12-31,Vorsitzende(r),304000.0,0.0,11000.0,315000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Wermelskirchen,Hans-Jörg Schumacher,2014-01-01,2014-12-31,Mitglied,243800.0,30800.0,8300.0,282900.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Wermelskirchen,Rainer Jahnke,2014-01-01,2014-12-31,Vorsitzende(r),285600.0,0.0,6100.0,291700.0,,Nordrhein-Westfalen,RSGV
Sparkasse Beckum-Wadersloh,Jürgen Wenning,2013-01-01,2013-12-31,Mitglied,255000.0,22000.0,6000.0,283000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Beckum-Wadersloh,Jürgen Wenning,2014-01-01,2014-12-31,Mitglied,262000.0,30000.0,6000.0,298000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Beckum-Wadersloh,Dieter Müller,2013-01-01,2013-12-31,Vorsitzende(r),281000.0,24000.0,6000.0,311000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Beckum-Wadersloh,Dieter Müller,2014-01-01,2014-12-31,Vorsitzende(r),289000.0,33000.0,6000.0,328000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Gevelsberg,Micheal Hedtkamp,2014-01-01,2014-12-31,Mitglied,238800.0,30400.0,13800.0,283000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Gevelsberg,Thomas Biermann,2013-01-01,2013-12-31,Vorsitzende(r),265700.0,34000.0,10000.0,309700.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Gevelsberg,Thomas Biermann,2014-01-01,2014-12-31,Vorsitzende(r),274600.0,34900.0,10800.0,320300.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Gevelsberg,Micheal Hedtkamp,2013-01-01,2013-12-31,Mitglied,231100.0,29600.0,13200.0,583600.0,,Nordrhein-Westfalen,SVWL
Stadt-Sparkasse Langenfeld,Stefan Noack,2013-01-01,2013-12-31,Mitglied,244000.0,31200.0,8700.0,283900.0,,Nordrhein-Westfalen,RSGV
Stadt-Sparkasse Langenfeld,Stefan Noack,2014-01-01,2014-12-31,Mitglied,252100.0,32100.0,8400.0,292600.0,,Nordrhein-Westfalen,RSGV
Stadt-Sparkasse Langenfeld,Dirk Abel,2013-01-01,2013-12-31,Vorsitzende(r),322100.0,41200.0,13700.0,377000.0,,Nordrhein-Westfalen,RSGV
Stadt-Sparkasse Langenfeld,Dirk Abel,2014-01-01,2014-12-31,Vorsitzende(r),332800.0,42300.0,12000.0,387100.0,,Nordrhein-Westfalen,RSGV
Sparkasse Lüdenscheid,Thorsten Haering,2013-01-01,2013-12-31,Mitglied,267700.0,0.0,19600.0,287300.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lüdenscheid,Markus Hacke,2013-01-01,2013-12-31,Mitglied,267700.0,6500.0,16800.0,291000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lüdenscheid,Klaus Erger,2013-01-01,2013-12-31,Vorsitzende(r),272700.0,28200.0,9400.0,310300.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lüdenscheid,Klaus Erger,2014-01-01,2014-12-31,Vorsitzende(r),281000.0,31400.0,9900.0,322300.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lüdenscheid,Thorsten Haering,2014-01-01,2014-12-31,Mitglied,276700.0,35200.0,17100.0,329000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Lüdenscheid,Markus Hacke,2014-01-01,2014-12-31,Mitglied,276700.0,35200.0,17200.0,329100.0,,Nordrhein-Westfalen,SVWL
Herner Sparkasse,Antonio Blanquez,2013-01-01,2013-12-31,Mitglied,277000.0,0.0,12000.0,288000.0,,Nordrhein-Westfalen,SVWL
Herner Sparkasse,Antonio Blanquez,2014-01-01,2014-12-31,Mitglied,285000.0,0.0,11000.0,296000.0,,Nordrhein-Westfalen,SVWL
Herner Sparkasse,Hans-Jürgen Mulski,2013-01-01,2013-12-31,Vorsitzende(r),305000.0,0.0,11000.0,316000.0,,Nordrhein-Westfalen,SVWL
Herner Sparkasse,Hans-Jürgen Mulski,2014-01-01,2014-12-31,Vorsitzende(r),314000.0,0.0,11000.0,325000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Halle,Henning Bauer,2013-01-01,2013-12-31,Mitglied,248000.0,32000.0,9000.0,289000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Halle,Henning Bauer,2014-01-01,2014-12-31,Mitglied,284000.0,33000.0,9000.0,326000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Halle,Hartwig Mathmann,2013-01-01,2013-12-31,Vorsitzende(r),303000.0,39000.0,11000.0,353000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Halle,Hartwig Mathmann,2014-01-01,2014-12-31,Vorsitzende(r),313000.0,40000.0,11000.0,364000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Höxter,Achim Frohss,2013-01-01,2013-12-31,Mitglied,254000.0,25000.0,13000.0,292000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Höxter,Achim Frohss,2014-01-01,2014-12-31,Mitglied,262000.0,26000.0,14000.0,302000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Höxter,Jens Härtel,2013-01-01,2013-12-31,Vorsitzende(r),285000.0,29000.0,11000.0,325000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Höxter,Jens Härtel,2014-01-01,2014-12-31,Vorsitzende(r),295000.0,29000.0,11000.0,335000.0,,Nordrhein-Westfalen,SVWL
Sparkasse Gummersbach-Bergneustadt,Markus Vandrey,2013-01-01,2013-12-31,Mitglied,272500.0,20100.0,0.0,292600.0,,Nordrhein-Westfalen,RSGV
Sparkasse Gummersbach-Bergneustadt,Markus Vandrey,2014-01-01,2014-12-31,Mitglied,280100.0,34400.0,0.0,314500.0,,Nordrhein-Westfalen,RSGV
Sparkasse Gummersbach-Bergneustadt,Frank Grebe,2013-01-01,2013-12-31,Vorsitzende(r),307500.0,22600.0,0.0,330100.0,,Nordrhein-Westfalen,RSGV
Sparkasse Gummersbach-Bergneustadt,Frank Grebe,2014-01-01,2014-12-31,Vorsitzende(r),316200.0,38800.0,0.0,355000.0,,Nordrhein-Westfalen,RSGV
Stadtsparkasse Bottrop,Burkhard Klanten,2013-01-01,2013-12-31,Mitglied,255000.0,33000.0,9000.0,297000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Bottrop,Burkhard Klanten,2014-01-01,2014-12-31,Mitglied,273000.0,34000.0,9000.0,316000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Bottrop,Thomas Schmidt,2013-01-01,2013-12-31,Vorsitzende(r),281000.0,36000.0,11000.0,328000.0,,Nordrhein-Westfalen,SVWL
Stadtsparkasse Bottrop,Thomas Schmidt,2014-01-01,2014-12-31,Vorsitzende(r),300000.0,37000.0,14000.0,351000.0,,Nordrhein-Westfalen,SVWL
Kreissparkasse Düsseldorf,Johann-Peter Ingenhove,2013-01-01,2013-12-31,Mitglied,290459.0,0.0,8699.0,299159.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Düsseldorf,Johann-Peter Ingenhove,2014-01-01,2014-12-31,Mitglied,306317.0,0.0,9701.0,316018.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Düsseldorf,Raimund Jochems,2013-01-01,2013-12-31,Mitglied,304982.0,0.0,12893.0,317876.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Düsseldorf,Raimund Jochems,2014-01-01,2014-12-31,Mitglied,321633.0,0.0,13207.0,334840.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Düsseldorf,Ulrich Rüther,2013-01-01,2013-12-31,Vorsitzende(r),328746.0,0.0,11418.0,340164.0,,Nordrhein-Westfalen,RSGV
Kreissparkasse Düsseldorf,Ulrich Rüther,2014-01-01,2014-12-31,Vorsitzende(r),349207.0,0.0,15561.0,364768.0,,Nordrhein-Westfalen,RSGV
